t,tf0,ts0
0.0,0.7738345232013403,0.21899770905456228
27.534,0.36275789466594544,0.06730888837388127
55.068,0.8610680199747216,0.7470005861387303
82.602,0.2195105250809587,0.506992970385584
110.136,0.9745472651988699,0.23818570559956198
137.67,0.7797587747880308,0.5562377257002904
165.204,0.11423792592039683,0.35424019863378753
192.738,0.5657766199665605,0.8372099102892684
220.272,0.9853673122417347,0.528147880795364
247.80599999999998,0.4710654526938144,0.029810722853826133
275.34,0.18210713882158325,0.985095286339739
302.87399999999997,0.48477836715034617,0.07429853823593424
330.408,0.5124576558819216,0.6959581889000698
357.942,0.7416869442286655,0.43725583920261035
385.476,0.6988458531609044,0.24931780652009627
413.01,0.40255004359698054,0.676458234462903
440.544,0.2180231074940865,0.125897353704987
468.078,0.6450541677693294,0.8582466984564917
495.61199999999997,0.4217039345532818,0.25061198591313216
523.146,0.1322762111253304,0.36145365838396726
550.68,0.9005723012363857,0.6326436363041963
578.2139999999999,0.6912218576096544,0.001029315565366673
605.7479999999999,0.6831838564454814,0.47274861438886706
633.2819999999999,0.8225838759116739,0.8942489215016713
660.816,0.5296616786550811,0.6804156412736363
688.35,0.8150544284024571,0.38790036493863456
715.884,0.49809075351100573,0.6604244281443521
743.418,0.06717539991571009,0.9365694249033396
770.952,0.40524808802768875,0.18780531683598334
798.486,0.4974648939798906,0.5318080088386673
826.02,0.7202025816322958,0.2347375812130953
853.554,0.10657873012867436,0.8542246391707045
881.088,0.140018538660449,0.7210502516015632
908.622,0.26368380263461644,0.8010759202494938
936.156,0.2664983933708822,0.9430118524931661
963.6899999999999,0.7321845784590624,0.23230877638218161
991.2239999999999,0.25073066056159776,0.048719171515747894
1018.7579999999999,0.6330980633574476,0.2909037201689264
1046.292,0.4942738501382714,0.3991393086282702
1073.826,0.5732943781794007,0.6251598066728664
1101.36,0.8381069631782958,0.7977045624757104
1128.894,0.4043815015490243,0.3498032880468829
1156.4279999999999,0.7709113770642705,0.4734969867369291
1183.962,0.42203605955068735,0.785467265986192
1211.4959999999999,0.35387137656124945,0.22532872632877532
1239.03,0.9586271773132206,0.21713192793843183
1266.5639999999999,0.1843709206789632,0.5892329898300337
1294.098,0.09033696057760787,0.43605683051786703
1321.632,0.7709859255354785,0.9488968030354351
1349.166,0.06824970535409158,0.35703054298457804
1376.7,0.8370789907030294,0.7595556035068329
1404.234,0.4371933963572435,0.5830927434640357
1431.768,0.915513677291914,0.054576091949676275
1459.302,0.7215328611219056,0.08438554800944842
1486.836,0.6104046670079576,0.20315648818999021
1514.37,0.9493067970577657,0.14315262284902597
1541.904,0.3966493730520543,0.3293714896444426
1569.4379999999999,0.9540869365396331,0.5789889159986902
1596.972,0.13500127742120693,0.6023625430073862
1624.5059999999999,0.48375494193241275,0.5877677851627399
1652.04,0.2699112223921949,0.11760863463315407
1679.5739999999998,0.5398427789081934,0.6002254108604961
1707.108,0.1620138778915846,0.40974688685738503
1734.6419999999998,0.8415296603100434,0.903052665252727
1762.176,0.8464078493145573,0.9119841961076944
1789.71,0.955236312723479,0.7681738266838394
1817.244,0.15467214088323622,0.7031071510992242
1844.778,0.6233325509049907,0.11495271731747303
1872.312,0.4742373087003696,0.08469421158669721
1899.846,0.3443837320442332,0.8408336909140859
1927.3799999999999,0.3515401611342188,0.4270158164574551
1954.914,0.41279355060675227,0.4513622752009461
1982.4479999999999,0.704925549688953,0.8477930900130304
2009.982,0.5982860582681546,0.6214309590607883
2037.5159999999998,0.4596815127611311,0.1794072409021057
2065.0499999999997,0.07593341036962209,0.21101322898736052
2092.584,0.07776534407895708,0.006377169034834762
2120.118,0.0023393906257782593,0.7106700939415648
2147.652,0.9676993882070865,0.48561165849448507
2175.1859999999997,0.005253818558384915,0.9499639128370317
2202.72,0.10309374601374488,0.7140128012482679
2230.254,0.3145965568094109,0.1031526607665667
2257.788,0.8074302518167612,0.1615414599392695
2285.322,0.9620987857641177,0.501724646783326
2312.8559999999998,0.7900135587918561,0.9248741686627325
2340.39,0.6905602324456406,0.24725108988378153
2367.924,0.5213006674135694,0.8255802019124392
2395.458,0.0867052118621836,0.31227242013567513
2422.9919999999997,0.9581707930039304,0.2698971895557781
2450.526,0.7583924139456815,0.9013927493304957
2478.06,0.6389493853342618,0.04724159207265277
2505.594,0.7590358455388498,0.6607410387338439
2533.1279999999997,0.7241033292731386,0.04316751428122312
